Engine Type of Tugboat,Engine Power of Tugboat(kW),Distance(nautical miles),Towing Speed of Tugboats(meters per second),Tow Type of the vehicle being towed ,Tow Size/weight of the vehicle being towed(tonnes),Wind Speed(meters per second),Current Speed of towed vehicle(meters per second),Wave Height(meters per second),Sea State(Significant Wave Height (SWH)),Water Depth(meters per second),Wind Direction,Maintenance History of the tugboat,Fuel Consumption(Litres),"Pilotage Point(latitude, longitude)","Berthing Point(latitude, longitude)","Waypoints which tugboat has to cover in its route (latitude, longitude)",Traffic (number of vehicles in the route)
Diesel,2000,39,5.894539581,Ship,5885,14.25261595,1.543247119,1.713535459,1.74820578,15.75110829,E,Good,1048.274087,"(3.7015959576148987, 141.39334919448208)","(8.281554021200051, 88.0589087717106)",[],1
Diesel-Electric,1000,37,2.758602898,Other,2339,18.69301056,0.860416027,0.769570744,2.98981059,5.495213321,E,Good,335.9683072,"(56.782113183356586, -72.04819632990547)","(21.408553915712872, -169.2260093116937)","[(83.59476535063885, -99.28345051705917)]",49
Diesel-Electric,3000,32,6.075821,Ship,6502,14.12577424,1.030445118,0.506552332,0.081244903,11.24338099,NW,Good,1233.478816,"(2.781521715085489, -100.83245220314842)","(72.28163435359602, 121.88388062933069)","[(-22.156273365725937, 131.54196440014397), (23.150785017291213, -49.68978926593692)]",89
Diesel,1000,44,2.82786733,Other,8353,0.983430245,0.793507222,2.183563265,1.917470255,12.53929386,SW,Good,959.7261625,"(70.76247578446385, -17.210227091387964)","(-15.363058773488618, 113.15823660268018)","[(9.587619366281174, -70.81253360499478), (-52.091022421602446, 61.889559575486686), (-8.036208052749231, 141.0826600614065), (29.980251151570044, -142.70005528763775)]",76
Diesel,1000,27,9.562723291,Ship,3226,16.42745427,0.420479984,1.765452869,0.274415658,9.439390621,S,Good,580.7935288,"(12.212968709494433, 125.92557464860727)","(5.0014670404500094, 167.74157085409723)","[(-51.98197928178667, 73.12793530817157), (58.15611604653705, -160.4302589521057), (60.32486532375623, 20.18750824493273)]",22
Diesel-Electric,2000,26,7.259860111,Other,9671,5.22372279,1.344352386,2.841690663,1.915615818,8.178599401,S,Average,1344.612726,"(-63.04997078954986, -110.12483271243315)","(35.212021649744656, 86.33050705947346)",[],58
Diesel,1000,46,7.477109281,Other,4623,18.08119387,1.253599699,1.84794667,3.641272446,18.3786344,SW,Poor,806.2470269,"(-26.846082107282704, -27.223896295773727)","(-66.07803889350613, -98.76507673146561)","[(-76.91892294092766, -159.49767729293248)]",73
Diesel-Electric,1000,7,3.1312594,Ship,4276,6.645726514,0.369162819,1.13247969,1.809535465,9.033622733,S,Poor,449.5188158,"(3.188200588895569, 56.98548329472342)","(-5.973080016727067, -160.38137916784444)","[(5.921607435372849, -154.13510929480464), (36.691491877452364, 57.02105714130994)]",48
Diesel,3000,28,2.395519079,Ship,1194,11.23704813,1.372678055,1.322675223,0.050625009,7.439032513,S,Poor,320.6236026,"(33.33750513462576, 100.3094303894373)","(53.704831213016206, -10.006014971091133)","[(-65.69142099561958, -150.4675362855611)]",43
Diesel,2000,32,3.481697786,Other,5616,5.836473709,1.376927327,1.207800672,2.885997694,12.00681997,N,Average,784.4286583,"(8.855475368759627, 149.41056738272488)","(-19.48407782587971, -99.51792389914395)",[],31
Diesel,3000,18,5.616881325,Ship,9855,3.224286404,0.471945566,2.541502297,4.089763362,7.010672191,SW,Poor,1288.811592,"(-5.491643170651997, 153.38599062467267)","(-57.882016904068806, -6.0788812295140815)","[(-47.337189490645216, 126.28079662986016), (61.78537437104251, -128.22905277356074)]",60
Diesel-Electric,1000,19,4.362568853,Barge,5532,13.89404352,0.923507896,2.316842085,0.051408318,15.23232015,E,Good,636.0888082,"(-73.84212430254384, 28.42690617556869)","(-19.1162662613429, 97.23410935905503)","[(77.6730469317518, 118.9909008580475), (-86.98526828015355, 77.19140954732723), (52.57511027516301, 129.66448192189603), (-23.959530887953647, -35.18476471818457)]",52
Diesel,1000,33,3.892618002,Ship,2731,9.319433025,0.488088751,1.740965278,1.388744362,12.09324534,SW,Poor,401.5563941,"(42.47885521998083, -160.62879069687816)","(1.1158184064508845, -68.78922313000409)","[(-2.071918360782803, -100.55335026462816), (36.36271202896981, -100.04568247815753), (-29.17590249099208, 105.39091282769266), (64.46679172441603, 179.21833232362786)]",20
Diesel-Electric,2000,10,8.978227296,Barge,4722,13.34106195,0.088093231,2.376437074,4.035328171,16.19625345,W,Good,651.7645459,"(-19.44877062593018, 104.3515616319354)","(22.008360542900135, -61.10093502423632)",[],56
Diesel-Electric,3000,18,2.439252903,Barge,2471,18.33101595,1.280039584,0.904688178,0.508996149,18.06334485,NE,Average,378.8196568,"(-5.243147419136989, 50.71255368589962)","(-76.44932536820279, 179.6870695841431)","[(-31.119710272172625, -68.92251208367507), (-85.17760744784876, -103.34121727074599), (44.05099168254378, -65.7590014841083), (58.51762276733223, 66.24608250545484)]",65
Diesel,2000,29,6.469859942,Barge,5925,14.74805868,0.218854981,2.757819364,1.385738739,6.498277115,N,Average,967.7518766,"(-24.57450642855511, -94.29095311897855)","(85.1722628195707, 14.189188637457647)",[],89
Diesel-Electric,1000,41,3.541093412,Other,4734,11.98759281,1.792033703,1.054069511,0.138823446,11.58374249,NE,Average,618.5848299,"(-85.6642846012113, -167.83025157823957)","(35.471281702937645, -104.41613404882)","[(-17.587120433538715, -26.840232041924565), (-64.20071794276645, -15.931575562707195), (66.4914919187691, -2.275859058301876), (33.39602528747123, 137.44661762263485)]",10
Diesel,3000,30,8.323655829,Other,3898,6.099865601,1.662789858,0.725813311,3.573071295,17.55794504,E,Average,1138.929025,"(-72.83098064536605, 119.10759261319464)","(-39.02237913737394, 130.68218272102285)","[(-39.36502247261187, 45.130842814516825)]",82
Diesel,3000,24,3.115360905,Ship,2881,0.971686735,0.354411507,2.184795036,3.165567532,7.275188345,NW,Average,512.4059852,"(-22.42820882982872, -84.88281569206706)","(-10.766399838445736, -171.51167119812894)",[],27
Diesel-Electric,1000,36,9.782722859,Barge,7439,17.59269677,1.117768349,0.651849806,4.604231927,18.37494212,SE,Average,1096.078023,"(-23.368058465249646, -42.45973833464785)","(-36.76580479617037, 88.68445662255141)",[],28
Diesel,3000,42,6.566759637,Other,6977,4.576398666,1.159513547,1.406994973,4.47762488,10.44899049,N,Good,1525.111714,"(49.50592591897416, -121.57607182055305)","(28.670180223794915, 136.10676162487573)","[(-42.98177719527909, 87.60509874327789)]",69
Diesel-Electric,2000,10,4.570813496,Other,7507,7.69586322,1.683241045,0.52838984,3.640775415,16.59084794,W,Poor,842.1162699,"(-20.725065722533316, -29.755744502905657)","(-40.74736439862395, -59.951136866157796)","[(-10.227599635613203, 111.50514871528071), (29.827020234816047, -111.83949817520107)]",16
Diesel,3000,30,3.124473923,Other,9542,14.74405384,0.931158014,1.183542531,4.677561122,7.085342936,SE,Poor,1235.402653,"(-89.43752125264776, -78.0377377642774)","(-25.833638471120167, -120.45968870032755)","[(-73.82228205750636, 28.899591190276453), (-63.73289803241361, -88.72247067650515)]",48
Diesel,3000,44,3.290259038,Ship,6591,3.599470605,1.925894861,1.225641044,0.481248756,10.71703746,NE,Poor,1093.414193,"(72.11561262089, -100.84654098589655)","(62.6063793512368, -155.7462081545497)","[(-47.12094316351653, -15.502718951120642), (-54.52192596193026, 110.59794111114371)]",92
Diesel,3000,37,3.551873635,Barge,4669,1.240106218,0.181179085,1.802075329,4.718747393,17.20332052,N,Good,861.1579734,"(21.730724592442456, 59.297343467826806)","(50.63933537072597, -23.215850069697893)","[(77.18027673912465, 169.35655503925813), (49.69527431092729, -162.83559213931068)]",82
Diesel-Electric,2000,19,3.97603809,Barge,5815,15.76453471,1.879751557,0.483650719,1.31147153,12.15081177,NW,Poor,732.5894474,"(-31.329292878182173, 168.37916200212976)","(41.5161336351251, -121.31077554746034)","[(-61.21228955672681, 60.2202293508127), (-26.28588899950295, -132.06970910369876), (8.52990734560835, -122.36309985763279), (34.211764635701414, -130.81527099527221)]",91
Diesel-Electric,1000,35,6.004671105,Other,4204,1.157671357,0.580490334,0.476122017,1.374105812,10.48897586,SW,Average,630.5634887,"(-39.99858056312186, -127.77847054296132)","(64.16556405727715, 144.37957816994953)","[(-44.78388490099274, -19.940554176245627), (-14.693073495482395, -11.717287995295749)]",86
Diesel,2000,33,5.623580151,Ship,4298,15.18917366,1.322425814,2.216292687,4.707521741,5.271896298,SW,Average,800.95629,"(27.78078211837203, -89.67803632320225)","(-49.86563745307065, -47.50046718644106)","[(89.5280900574146, 81.7034347797059)]",76
Diesel-Electric,2000,46,2.772707092,Other,7452,3.391165836,0.457622284,0.427871582,3.185233684,10.79581099,SE,Poor,1000.289052,"(-73.55415834059993, -75.89479062734235)","(-74.98963143083729, 163.58847112822087)","[(41.56693002576466, -111.93788466089273), (-68.85363470148602, -70.36230346856468), (42.46242486835749, -19.63943330547059)]",77
Diesel,2000,24,6.680325469,Barge,4337,5.677005583,0.230332027,2.921761887,1.03729306,7.05905321,S,Poor,754.3556225,"(-34.16792319975044, -167.71067129892674)","(60.88765843044072, 25.293260776255295)",[],83
Diesel,3000,6,8.101218318,Barge,6266,7.691567835,1.730431052,2.202249169,2.07450941,16.91262736,N,Good,772.4219297,"(-6.3995702112575685, 163.95229158931693)","(48.1299477909474, -103.6995768834778)",[],35
Diesel,2000,11,7.020095428,Ship,2153,15.21024524,0.43618897,0.954526855,2.971489195,9.558999346,NW,Poor,369.7420994,"(-78.8673844511351, -112.8777950264914)","(-9.205219822578272, -37.927453455677664)","[(-73.33873894303967, -28.30676551722587), (7.002484169237306, 95.19144020529927), (-67.50052506102381, -137.73915421188366)]",96
Diesel-Electric,3000,36,2.151665414,Other,5147,14.13078149,1.023464285,0.963679671,2.657855228,10.30136767,NE,Poor,747.0798648,"(-0.8813908059571105, 85.28831769368719)","(-56.735288450250664, -169.9562455450983)","[(56.44204439890888, 35.68434884074733), (5.793719464353316, 69.0809727760215), (-82.40444364406628, -76.5834559820354)]",17
Diesel-Electric,1000,42,6.717088701,Other,7986,19.31552482,1.085389261,1.196119728,1.816263345,10.75401016,SW,Good,1080.717725,"(68.391349830358, -72.74908200582651)","(-48.323942441279044, 15.484284257170913)","[(-78.17688996294265, -4.38172433347961)]",29
Diesel,3000,48,2.387160278,Ship,5718,7.544652194,1.931622231,0.071738658,1.177401133,13.18347436,S,Poor,915.5510801,"(-24.549630518688673, 9.669500835175654)","(-59.196488489239734, -135.7157948740465)","[(72.56413982160788, -58.18928937150871)]",23
Diesel-Electric,2000,44,9.094520173,Barge,2164,11.09095223,0.1117717,2.222137242,0.352702531,5.413309669,SW,Poor,1016.717775,"(26.900441588872454, -143.63158777471673)","(50.25099909311996, 109.98768647491306)","[(32.87672400413136, -151.64288447618907), (-23.125518498429244, -52.233053714038206), (66.039179645215, 37.30627884047934), (-71.39338548608326, -47.6760797767262)]",79
Diesel,2000,39,9.23108428,Other,1340,8.34209886,0.071034677,2.614049947,1.240470519,8.295572338,SE,Good,854.0245738,"(-30.93014184450128, 166.2662835330421)","(-30.657281954055108, -21.543719775078586)","[(-37.492249836699145, -60.44375677496599), (42.466742098904746, -153.00991093193934), (40.67623335562888, -172.95091616247578), (-73.30323623074541, -85.57768731553976)]",75
Diesel,2000,16,2.08865269,Other,2802,15.6911911,0.369148655,0.461130923,1.226656919,14.27031344,SE,Poor,347.0368861,"(60.34994672527722, 63.7984056121837)","(-35.58336881463717, -98.62049260275023)","[(-52.554664866564934, -157.56872036934402)]",33
Diesel-Electric,3000,41,8.556368588,Barge,8291,14.90359645,0.206919103,0.883111014,1.179703792,10.4828296,W,Good,1881.533336,"(76.62653228290068, -104.05167173546542)","(23.008988061413163, -80.93214901547839)","[(-32.5892409151936, -45.44247093133498), (55.62772404092763, -51.19387215962928)]",44
Diesel,1000,5,7.062349357,Other,6019,1.092571474,1.642086195,1.512056208,2.802954937,6.912745657,S,Poor,637.2117468,"(-39.400975495605095, -98.83252317774611)","(-88.24205857689125, 25.753409743615805)","[(72.16429194337056, -100.86897314856307)]",40
Diesel-Electric,1000,32,9.766511796,Ship,1654,16.41715974,0.269873169,0.75872554,3.507978566,6.55662757,W,Good,477.9283775,"(31.638470190759037, 144.7829125227086)","(-58.92554061215282, -87.37727040016614)","[(60.33852744278235, -36.082299729585884), (89.61967884702534, -150.18415214924136)]",78
Diesel-Electric,1000,4,9.867046486,Ship,4905,4.827390248,1.459660351,2.692516542,2.629396531,15.67597237,N,Good,529.9681859,"(-45.194039431553755, -166.4816052478278)","(49.4388093358742, 173.78862399483143)","[(-60.218559074124016, -179.77240053722576), (-7.503332344282285, -61.82614364460281), (31.796091865890006, 121.5919029993185), (-43.44579836588992, -17.219751515866193)]",66
Diesel-Electric,3000,15,5.270517384,Other,7543,1.863591583,1.481292725,2.225081494,3.571973716,16.64354194,NE,Poor,991.4732823,"(71.03335020317863, -130.25994522877457)","(45.87221352341879, -59.8671780954202)","[(22.221125592216012, 34.20063842132777), (-62.302793087400794, 92.08513842248016), (-81.26706889734442, 146.069798302614), (-49.37905382387916, -142.1415064692231)]",19
Diesel-Electric,1000,39,6.327801204,Barge,8815,5.153879265,0.89900074,0.680741927,3.948625947,17.34969309,E,Poor,1128.284247,"(-60.2370158198969, 38.19503608777046)","(25.1627996569096, 48.088825695721)","[(-48.61252925404721, -52.97674967853507)]",44
Diesel-Electric,2000,22,7.354574053,Other,7526,1.29826344,1.83343989,0.060925192,2.443707072,11.12597722,S,Poor,1076.201258,"(10.915075645687963, -130.40582142240476)","(9.010469994509819, 177.22408186523006)","[(-79.19629933357058, -173.33564079564616), (30.387682119041187, 34.12979680258397)]",94
Diesel,1000,47,7.731427634,Barge,4814,19.49084379,0.958793922,2.937554779,3.883658476,17.42387484,NW,Average,844.7770988,"(62.34499824333204, 7.21718022463034)","(-77.92365357568421, -79.07218057320226)","[(-14.440852931350761, 48.71892959262976)]",2
Diesel,3000,13,6.54729808,Ship,4008,15.82065672,0.418770683,1.973664279,0.329660458,11.20387738,SW,Average,656.1446251,"(-40.30736842663485, -155.49564969925248)","(66.39714587246769, -166.92658599940924)","[(74.70658051439162, -103.1945961246625)]",72
Diesel,1000,29,2.67231803,Barge,8479,7.484984021,1.155911657,0.335263233,0.977047782,7.226632519,W,Good,925.3972229,"(76.79779390855293, -13.744124953393623)","(14.630129374530526, 112.38234855032766)","[(34.210576028219194, 29.041202095401502), (18.868519443212605, -37.63115308868893), (59.70716866246701, 8.749609872163205), (-22.039790025347415, 122.80109968889269)]",51
Diesel,1000,17,5.148248481,Ship,2384,0.790210968,1.018556269,2.696103735,1.194490433,17.01223339,N,Average,325.9202242,"(-12.90146507215971, 9.264827745104725)","(-55.26336071765134, -42.992535874206084)",[],67
Diesel,1000,11,7.004013207,Other,5251,5.368776005,0.877201919,2.259880348,4.267850386,6.878290617,S,Average,602.1441453,"(-21.668361289493603, -64.63493744215323)","(-30.43815191646126, 32.75863785766353)","[(49.14753576589504, 58.67668556463781), (59.62745085404211, -39.17622859238992), (-1.7556338570045114, 117.01093908830728), (71.4199327891406, -102.1865274939867)]",68
Diesel,1000,9,7.47853844,Ship,9207,11.61094132,0.815956927,0.189613202,1.711311782,7.928948032,W,Poor,988.006846,"(-34.63757149533107, -5.071911107640375)","(26.90908061090414, -68.59870409254619)","[(14.828863657630265, 167.71633798221126), (11.412268714304588, 27.04660545316412), (-58.32412660612686, 19.194814450601996), (-89.558211617381, 108.99036986628647)]",39
Diesel-Electric,3000,44,8.318005813,Other,4346,14.69092804,0.723517696,2.627349954,0.209223837,6.878029461,E,Poor,1532.576767,"(37.258914326641644, 67.46056547639753)","(40.96221358674609, 9.715668966058843)","[(-65.04400597281659, 77.1898560900384), (72.00723349064754, -25.939323855199774), (-42.53567290047254, -104.78614849789685), (19.802947346205514, -125.65749376252181)]",14
Diesel-Electric,2000,43,9.827897484,Other,2180,0.747897322,1.137452036,0.399751043,1.717637335,6.54358269,NW,Poor,1063.199184,"(12.685576323856523, 135.01157829481156)","(74.5973205120689, 103.57337753388788)","[(53.23014200211793, -44.442878297756465)]",51
Diesel-Electric,3000,2,4.009048368,Ship,6493,19.27888408,1.392078645,0.214105009,2.064268126,7.629604597,N,Good,673.3542902,"(-40.292423139182084, -41.35023720462914)","(64.09144120363152, -101.46444605118072)","[(19.537184948407543, 0.8356681785161584), (-73.51495327075887, 53.497114186084445), (-78.40745172721, 27.367990782331844)]",31
Diesel,1000,19,5.578661782,Barge,3965,8.194107955,1.652804514,1.197128748,1.536024527,10.08710113,SE,Poor,502.4945738,"(-62.82130659733594, 3.7712483297723622)","(-75.98252125149679, -155.23579797564798)","[(-60.06065282926461, -98.77360393218358), (-64.41909791838236, -70.64822786209687), (-21.034454725717907, 78.60157413366886), (-28.801268091597514, 39.31429021343891)]",73
Diesel-Electric,2000,7,6.821933997,Barge,5604,8.364756455,1.115655909,1.062675263,0.136211799,7.60652879,E,Average,655.907076,"(-76.21427727371722, 0.4514889753052387)","(67.46250587437663, 79.75390472969798)","[(83.87476374313661, -8.335365414860462)]",25
Diesel-Electric,2000,48,2.495955817,Ship,6836,5.568479189,1.018793751,1.620799531,1.39014978,6.39335113,SE,Average,923.2117584,"(-64.14800296962177, -176.61020979321006)","(-76.77165329784185, 13.063009907114377)","[(14.648684751910949, -55.18426699747958)]",79
Diesel,1000,20,8.048467499,Other,9563,16.53864244,1.726953619,1.081894485,4.520039042,17.80810641,S,Average,1117.26935,"(-80.21423691271787, -51.731235276415134)","(28.607406624393633, 149.79627293540796)","[(-84.77563478575946, -107.15376396061332)]",13
Diesel-Electric,1000,20,4.625704043,Ship,5740,16.04746438,0.316585183,2.096025851,3.936757834,7.618059639,SW,Poor,666.5140809,"(-1.6941922511761476, -0.04229611346141837)","(79.1322683010878, -142.68105915517572)","[(-76.99556444395648, -43.17267038256023), (84.54584273507157, 124.59196662442531), (75.70994236232869, 39.95555033047691)]",52
Diesel-Electric,3000,23,5.288429143,Barge,9785,6.692824693,1.609894015,2.315186186,2.10790998,12.26556016,N,Poor,1343.401611,"(-21.93171039420129, 31.072753773690266)","(-0.733165403136212, 100.50788972473913)","[(84.34658623143343, -40.51764398077444)]",87
